time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20181111:0600,13.28,92.9,0,0,0,351.8,1.66,150,99867
20181111:0700,13.77,91.65,0,0,0,363.4,1.59,160,99897
20181111:0800,14.19,91.65,127,165.83,92,354.4,1.45,157,99897
20181111:0900,16.14,84.5,332,602.68,111,361.8,1.31,161,99906
20181111:1000,17.21,80.75,492,826.69,91,357.4,1.03,174,99847
20181111:1100,18.7,72.4,587,899.48,85,348,0.97,192,99798
20181111:1200,19.86,65.2,609,879.79,98,352.4,1.52,195,99661
20181111:1300,20.79,59.95,567,833.81,107,336.8,2.34,207,99543
20181111:1400,20.96,58.35,473,789.13,100,361.2,2.76,214,99435
20181111:1500,20.81,58.7,330,704.53,84,354.2,2.9,216,99415
20181111:1600,20.17,62.25,125,247.9,78,333.4,2.55,221,99405
20181111:1700,18.62,69.2,0,0,0,323.4,2.48,224,99425
20181111:1800,16.73,77.85,0,0,0,311.4,2.55,220,99464
20181111:1900,15.61,82.65,0,0,0,306.8,2.34,226,99484
20181111:2000,14.46,88.5,0,0,0,302.4,2.14,230,99523
20181111:2100,13.48,92.15,0,0,0,302,2,221,99563
20181111:2200,13.04,93.2,0,0,0,310.8,2,198,99563
20181111:2300,12.79,92.5,0,0,0,309.8,2.21,178,99543
20181112:0000,12.74,90.15,0,0,0,308.6,2.48,166,99533
20181112:0100,12.68,87.7,0,0,0,305,2.69,165,99523
20181112:0200,12.7,85.5,0,0,0,307.4,2.76,164,99474
20181112:0300,12.96,83.45,0,0,0,313.8,3.1,165,99445
20181112:0400,13.19,82.2,0,0,0,314.4,3.24,168,99435
20181112:0500,13.66,80.35,0,0,0,332.8,3.45,170,99435
20181112:0600,14.05,79.35,0,0,0,337.4,3.72,175,99474
20181112:0700,14.13,77.5,0,0,0,352.8,3.45,174,99523
20181112:0800,14.52,79.1,58,0,58,358.8,3.17,188,99612
20181112:0900,14.98,82,64,0,64,360.8,2.55,209,99710
20181112:1000,15.25,86.85,171,4.16,169,361.6,2.21,229,99779
20181112:1100,15.36,85.65,160,0,160,362.8,2.28,249,99808
20181112:1200,15.61,79.9,256,20.8,244,364.8,2.07,270,99779
20181112:1300,15.54,78.45,306,76.65,264,369.4,2,291,99749
20181112:1400,15.21,78.45,142,0,142,367.4,1.59,309,99710
20181112:1500,15.14,77.8,257,312.17,149,365.4,1.52,325,99720
20181112:1600,15,78,121,241.01,76,360.4,1.45,333,99788
20181112:1700,14.53,81.35,0,0,0,356.8,1.24,325,99828
20181112:1800,13.98,84.3,0,0,0,351.2,1.17,335,99906
20181112:1900,13.84,84.25,0,0,0,351.2,1.24,320,99956
20181112:2000,13.55,86.55,0,0,0,358,1.17,320,100005
20181112:2100,13.19,90.4,0,0,0,355.4,0.83,330,100044
20181112:2200,13.79,83.9,0,0,0,355,0.41,13,100083
20181112:2300,13.42,87.15,0,0,0,356.4,0.62,84,100113
20181113:0000,12.7,91.65,0,0,0,348,1.1,94,100132
20181113:0100,12.81,90.55,0,0,0,352.25,1.52,90,100142
20181113:0200,12.4,91.7,0,0,0,329.8,1.93,92,100123
20181113:0300,12.13,92.55,0,0,0,323.2,2.14,98,100103
20181113:0400,12.11,92.75,0,0,0,328,2.14,97,100093
20181113:0500,11.87,93.4,0,0,0,325.4,1.86,88,100103
20181113:0600,11.4,94.55,0,0,0,320.4,1.79,80,100132
20181113:0700,11.39,93.3,0,0,0,311.2,1.79,82,100142
20181113:0800,11.77,94.35,112,122.84,87,310,1.31,71,100191
20181113:0900,14.98,84.5,133,8.36,130,307.4,1.31,46,100250
20181113:1000,17.01,75.2,282,106.9,231,310.4,1.59,36,100270
20181113:1100,18.64,67.8,406,258.11,264,319.4,1.66,43,100270
20181113:1200,20.12,60.85,605,935.3,69,327.8,1.59,58,100181
20181113:1300,21.11,55.85,534,734.89,134,329.4,1.31,71,100123
20181113:1400,21.64,52.8,240,55.82,214,331.2,1.17,89,100054
20181113:1500,21.69,51.35,231,212.92,158,335.4,1.24,95,100073
20181113:1600,21.15,53.2,108,168.55,77,343.6,1.17,86,100103
20181113:1700,19.78,58.45,0,0,0,340.6,1.38,77,100142
20181113:1800,17.67,67.1,0,0,0,337.8,1.72,91,100201
20181113:1900,17.06,75.3,0,0,0,335.8,0.97,97,100201
20181113:2000,15.13,83.8,0,0,0,337.6,1.59,74,100221
20181113:2100,14.15,86.4,0,0,0,326.6,2,66,100191
20181113:2200,13.56,88.45,0,0,0,328.8,1.93,79,100211
20181113:2300,12.8,90.75,0,0,0,317,1.93,95,100201
20181114:0000,12.47,91.2,0,0,0,315.2,2,91,100191
20181114:0100,12.49,91.1,0,0,0,324.45,2,80,100162
20181114:0200,12.77,89.9,0,0,0,330,2.21,71,100113
20181114:0300,13.4,87.7,0,0,0,344.4,2.28,74,100064
20181114:0400,13.55,86.25,0,0,0,335.8,2.34,70,100024
20181114:0500,13.61,84.95,0,0,0,333,2.48,68,99965
20181114:0600,13.25,85.65,0,0,0,316,2.55,66,99975
20181114:0700,12.88,88.4,0,0,0,314.4,2.41,65,99965
20181114:0800,13.46,85.95,162,525.56,57,310.6,2.34,62,99975
20181114:0900,16.13,75.75,239,211.28,164,314.2,2.34,60,99995
20181114:1000,18.49,66.3,277,103.56,228,322.6,2.48,63,99965
20181114:1100,20.18,60.4,516,642.55,165,329.6,2.41,73,99906
20181114:1200,21.25,56.3,442,309.15,266,334.6,2.76,92,99788
20181114:1300,21.53,53.6,334,122.06,268,339.2,3.24,110,99730
20181114:1400,21.28,54.1,417,568.72,154,344.6,2.97,113,99671
20181114:1500,20.38,58.9,305,612.07,97,340.2,2.48,100,99651
20181114:1600,20.04,60,131,358.66,66,352.4,1.86,93,99641
20181114:1700,18.99,63.05,0,0,0,337.8,1.86,82,99641
20181114:1800,17.45,69.25,0,0,0,332,1.66,78,99661
20181114:1900,16.02,74.1,0,0,0,321.6,1.72,94,99680
20181114:2000,14.59,79.4,0,0,0,317,1.72,85,99651
20181114:2100,13.65,82.25,0,0,0,312.2,1.72,86,99690
20181114:2200,13.06,84.5,0,0,0,318.8,1.79,83,99651
20181114:2300,12.82,85.4,0,0,0,323.4,1.72,83,99631
20181115:0000,13.22,84.65,0,0,0,345,1.52,75,99582
20181115:0100,13.02,86.2,0,0,0,337.85,1.59,72,99563
20181115:0200,12.88,87.65,0,0,0,339.2,1.79,70,99533
20181115:0300,12.92,88.05,0,0,0,337.2,1.93,76,99513
20181115:0400,12.97,88.7,0,0,0,338,1.93,78,99494
20181115:0500,12.77,89.9,0,0,0,329.8,2,82,99504
20181115:0600,12.69,90.8,0,0,0,333,1.86,85,99533
20181115:0700,12.09,93.2,0,0,0,321.2,1.66,100,99602
20181115:0800,13.16,90.9,92,61.2,80,323.8,1.03,98,99661
20181115:0900,15.29,85.7,107,0,107,330,0.41,84,99720
20181115:1000,17.26,75.8,304,161.95,228,337.2,0.21,10,99769
20181115:1100,18.55,70.3,550,824.09,103,328.2,0.69,329,99759
20181115:1200,19.48,65.85,566,776.19,127,328.2,0.9,324,99730
20181115:1300,19.95,63.05,535,776.25,118,336.6,0.97,316,99680
20181115:1400,19.98,62.6,338,270.04,214,341.2,1.31,304,99631
20181115:1500,19.58,63.45,195,112.79,157,356.6,1.38,302,99612
20181115:1600,18.87,66.35,105,167.94,75,352.6,0.14,146,99621
20181115:1700,17.21,79.4,0,0,0,355,1.52,162,99661
20181115:1800,16.13,82.5,0,0,0,351.6,1.72,188,99710
20181115:1900,16.06,79.2,0,0,0,333.8,1.66,137,99710
20181115:2000,14.86,84.7,0,0,0,327.4,1.79,127,99739
20181115:2100,13.79,89.15,0,0,0,320.6,1.72,132,99788
20181115:2200,13,90.9,0,0,0,319,1.79,140,99828
20181115:2300,12.48,91.85,0,0,0,317.2,1.93,135,99857
20181116:0000,12.48,91.8,0,0,0,330.6,1.86,124,99857
20181116:0100,12.25,91.65,0,0,0,323.45,1.86,112,99818
20181116:0200,12.18,91,0,0,0,323.2,2,104,99788
20181116:0300,12.25,90,0,0,0,324.2,2.14,101,99759
20181116:0400,12.27,89.65,0,0,0,321.8,2.14,96,99730
20181116:0500,12.33,89.45,0,0,0,325.4,2.07,87,99739
20181116:0600,12.41,89.25,0,0,0,328.8,2.07,75,99749
20181116:0700,12.11,91.05,0,0,0,321.2,2,90,99788
20181116:0800,12.7,89.8,136,322.25,74,326.2,1.86,92,99779
20181116:0900,14.89,81,285,440.49,132,319.6,1.66,90,99808
20181116:1000,16.78,72.1,452,728.35,113,324.6,1.66,86,99818
20181116:1100,18.11,66.3,537,768.62,123,327.6,1.59,86,99788
20181116:1200,19.1,60.9,521,590.82,189,337.8,2.14,112,99700
20181116:1300,19.61,57.5,360,176.11,266,347,2.14,123,99651
20181116:1400,19.78,55.45,398,504.34,168,346,1.79,122,99602
20181116:1500,19.84,54.55,309,676.53,83,342.4,1.59,119,99592
20181116:1600,19.5,57.45,134,431.5,58,345.8,0.76,108,99631
20181116:1700,18.4,71,0,0,0,343.4,0.76,45,99612
20181116:1800,16.37,74.85,0,0,0,338.2,1.31,64,99641
20181116:1900,15.9,77,0,0,0,341,1.24,140,99651
20181116:2000,15.32,79.25,0,0,0,339,1.17,124,99651
20181116:2100,13.92,86.45,0,0,0,331.8,1.66,101,99671
20181116:2200,13.21,88.9,0,0,0,325.2,1.93,90,99621
20181116:2300,12.92,89.65,0,0,0,326.2,1.93,90,99612
20181117:0000,12.51,90.05,0,0,0,315,2,94,99621
20181117:0100,12.28,90.25,0,0,0,314.25,2.07,100,99592
20181117:0200,12.43,89.8,0,0,0,325.4,2,101,99572
20181117:0300,13.01,86.2,0,0,0,313.2,1.38,89,99513
20181117:0400,14.13,82.05,0,0,0,318,0.69,50,99523
20181117:0500,12.29,88.95,0,0,0,320,1.31,63,99474
20181117:0600,10.97,92.7,0,0,0,309,2.07,77,99464
20181117:0700,11.75,90.75,0,0,0,318.8,1.59,94,99494
20181117:0800,12.88,88.6,83,47.68,74,322.2,1.24,88,99543
20181117:0900,15.6,83.8,305,593.76,101,322,0.69,72,99572
20181117:1000,17.93,71.9,436,669.35,127,329.6,0.83,123,99553
20181117:1100,19.27,65,339,136.47,266,344.8,2.41,144,99494
20181117:1200,19.75,62.7,540,691.32,154,351.2,3.03,140,99386
20181117:1300,20.12,60.5,483,563.72,184,355.8,3.59,136,99327
20181117:1400,19.89,60.35,326,247.26,214,353.6,4.14,132,99238
20181117:1500,19.46,61,131,15.09,126,357,4.07,129,99199
20181117:1600,18.6,64.5,72,34.54,66,356.6,3.38,124,99150
20181117:1700,17.65,67.05,0,0,0,359.4,3.17,124,99111
20181117:1800,17,69.2,0,0,0,359.2,2.48,134,99111
20181117:1900,16.67,69.3,0,0,0,354.2,2.9,140,99091
20181117:2000,16.15,71.3,0,0,0,335.4,3.24,133,99022
20181117:2100,15.78,72.8,0,0,0,326.6,3.66,130,98973
20181117:2200,15.72,72.9,0,0,0,333.6,3.86,132,98934
20181117:2300,15.84,72.5,0,0,0,347.8,3.72,141,98924
20181118:0000,15.8,73.1,0,0,0,345,3.52,146,98855
20181118:0100,15.84,73.2,0,0,0,352.25,3.66,139,98767
20181118:0200,15.83,73.05,0,0,0,355.6,4,133,98639
20181118:0300,15.73,72.65,0,0,0,348.6,4.21,132,98560
20181118:0400,15.62,72.3,0,0,0,344.4,3.86,138,98501
20181118:0500,15.17,75.5,0,0,0,341.6,3.66,141,98462
20181118:0600,14.77,79.5,0,0,0,345.6,3.59,131,98452
20181118:0700,14.72,80.7,0,0,0,347.6,3.38,133,98452
20181118:0800,14.44,85.55,86,59.42,75,359.8,3.17,130,98443
20181118:0900,14.59,86.2,96,0,96,367,3.17,136,98472
20181118:1000,14.95,86.8,64,0,64,371,3.59,149,98472
20181118:1100,15.15,86.05,228,16.94,219,368.6,4.07,177,98501
20181118:1200,15,84.9,327,97.32,273,359.4,4.34,193,98462
20181118:1300,15.52,79.55,368,206.78,259,363.6,4.34,194,98472
20181118:1400,15.27,78.15,243,71.11,211,350.4,4.48,193,98344
20181118:1500,15.21,76,314,766.75,62,347.2,4.34,198,98295
20181118:1600,15.07,74.8,71,35,65,334.4,3.17,198,98276
20181118:1700,14.49,76,0,0,0,341.4,2.48,192,98285
20181118:1800,13.77,79.5,0,0,0,340.8,2.28,200,98295
20181118:1900,13.78,75.2,0,0,0,333,2.76,171,98305
20181118:2000,13.7,75.75,0,0,0,349.2,2.9,174,98325
20181118:2100,13.7,76.85,0,0,0,365.6,2.9,171,98344
20181118:2200,13.51,79.7,0,0,0,371.2,2.41,165,98285
20181118:2300,13.26,82.4,0,0,0,369.2,2.14,167,98276
20181119:0000,13.07,85.1,0,0,0,369.6,2.41,181,98285
20181119:0100,12.77,89.75,0,0,0,369.65,2.21,190,98295
20181119:0200,12.45,91.25,0,0,0,357,2.07,205,98276
20181119:0300,12.21,90.95,0,0,0,346.8,2.07,220,98305
20181119:0400,11.86,94.15,0,0,0,357.8,1.66,226,98325
20181119:0500,11.64,94.6,0,0,0,351.8,1.72,223,98364
20181119:0600,11.51,95.55,0,0,0,349.4,1.72,226,98413
20181119:0700,11.62,97.7,0,0,0,353.6,2.28,232,98443
20181119:0800,11.65,97.75,118,242.37,74,343.2,2.21,234,98511
20181119:0900,12.31,96.8,143,23.8,135,338.2,2.21,241,98590
20181119:1000,13.24,94.25,294,160.72,221,360.6,2.28,244,98639
20181119:1100,14.01,90.75,223,15.16,215,355.6,2.62,251,98649
20181119:1200,14.21,88.15,95,0,95,345.2,2.83,253,98629
20181119:1300,14.67,84.85,482,587.85,174,352,3.38,253,98590
20181119:1400,15,81.7,242,71.57,210,352.6,3.66,247,98570
20181119:1500,15.09,80.2,230,257.58,146,345.2,3.79,247,98560
20181119:1600,14.8,78.35,131,460.93,53,335.4,3.72,248,98590
20181119:1700,13.86,79.4,0,0,0,317.8,3.17,244,98649
20181119:1800,13.13,82.35,0,0,0,314.8,2.76,237,98737
20181119:1900,12.71,88.8,0,0,0,327.6,2.62,214,98757
20181119:2000,12.41,90.35,0,0,0,324.6,2.62,205,98786
20181119:2100,12.21,91.6,0,0,0,324.6,2.76,200,98806
20181119:2200,12.01,92.9,0,0,0,326.6,2.9,196,98816
20181119:2300,11.96,94.1,0,0,0,336.6,3.03,198,98796
20181120:0000,12.15,95.05,0,0,0,350.8,2.83,201,98737
20181120:0100,12.31,96.35,0,0,0,354.85,2.55,198,98698
20181120:0200,12.51,96.1,0,0,0,358.8,3.17,193,98639
20181120:0300,12.99,93.6,0,0,0,370.2,4.07,193,98570
20181120:0400,13.25,92.25,0,0,0,377.6,4.28,196,98531
20181120:0500,13.13,92.25,0,0,0,372.4,3.79,196,98472
20181120:0600,13.2,91.25,0,0,0,376.4,3.31,197,98511
20181120:0700,12.9,98.05,0,0,0,379.8,2.41,216,98570
20181120:0800,12.92,99.35,102,146.08,76,380.2,2.41,238,98668
20181120:0900,12.87,98.95,42,0,42,372.2,3.1,258,98816
20181120:1000,13.19,96.35,104,0,104,347.6,3.1,260,98904
20181120:1100,14.25,90.55,144,0,144,338.6,3.52,257,98993
20181120:1200,14.87,81.4,434,322.96,257,327.6,4.41,257,99012
20181120:1300,15.67,67.1,374,224.64,257,322.2,5.24,257,99022
20181120:1400,15.85,57.35,444,790.01,93,330,5.86,257,99022
20181120:1500,15.6,57.15,202,154.49,152,327.4,5.52,252,99042
20181120:1600,15.34,60.75,46,0,46,316.2,4.9,242,99081
20181120:1700,14.07,70.85,0,0,0,317.8,4.62,236,99130
20181120:1800,13,82.9,0,0,0,320.8,4.28,233,99199
20181120:1900,12.82,94.4,0,0,0,349.8,4.28,229,99248
20181120:2000,12.79,96.05,0,0,0,347,3.72,227,99297
20181120:2100,12.73,95.2,0,0,0,338.6,3.45,227,99356
20181120:2200,12.59,94.8,0,0,0,334,3.17,226,99376
20181120:2300,12.2,94,0,0,0,334.8,2.9,227,99435
20181121:0000,12.03,94.85,0,0,0,339.4,2.69,219,99445
20181121:0100,12.2,94.7,0,0,0,350.25,2.62,216,99435
20181121:0200,11.95,94.8,0,0,0,341.4,2.69,222,99415
20181121:0300,12.11,94.35,0,0,0,361.6,2.48,223,99415
20181121:0400,12.15,94.8,0,0,0,366.8,2.28,224,99405
20181121:0500,12.08,95.05,0,0,0,360,1.93,204,99405
20181121:0600,11.95,95.4,0,0,0,347.6,1.86,189,99425
20181121:0700,11.94,94.25,0,0,0,340.6,2.14,189,99474
20181121:0800,12.03,94.9,109,212.06,72,326.2,2,185,99504
20181121:0900,12.94,93.4,174,76,149,325,1.79,193,99553
20181121:1000,14.3,87.1,172,8.95,168,331,1.86,216,99612
20181121:1100,15.47,82.05,184,3.84,182,312,2.07,243,99631
20181121:1200,16.07,78.75,238,18.36,228,317,2.34,252,99602
20181121:1300,16.5,75.05,274,57.94,244,331.2,2.48,255,99592
20181121:1400,16.58,71.75,420,686.16,117,316.2,2.9,254,99572
20181121:1500,16.34,68.85,100,3.11,99,328.6,3.17,249,99602
20181121:1600,15.74,66.95,127,466.33,50,327.4,3.03,239,99631
20181121:1700,14.76,69,0,0,0,311.2,2.41,226,99671
20181121:1800,14.04,71.45,0,0,0,326.8,2.28,213,99749
20181121:1900,13.59,78.35,0,0,0,326.4,2.34,207,99818
20181121:2000,13.05,81.35,0,0,0,318.8,2.14,192,99818
20181121:2100,12.77,83.05,0,0,0,324.8,2,184,99857
20181121:2200,12.39,84.75,0,0,0,320.8,2,178,99867
20181121:2300,11.83,87.25,0,0,0,308,2.07,171,99828
20181122:0000,11.64,88,0,0,0,318.6,1.93,164,99838
20181122:0100,11.23,89.55,0,0,0,313.25,1.86,155,99828
20181122:0200,11.23,90.2,0,0,0,335,1.45,152,99818
20181122:0300,11.41,89.5,0,0,0,339,1.1,142,99788
20181122:0400,11.3,90.45,0,0,0,340.4,1.17,111,99788
20181122:0500,11.17,91.05,0,0,0,340.2,1.38,96,99779
20181122:0600,11.02,93.25,0,0,0,340.6,1.45,109,99759
20181122:0700,11.59,89.9,0,0,0,347.4,1.79,132,99779
20181122:0800,11.67,91.05,58,11.7,56,341,1.59,134,99769
20181122:0900,12.67,90.25,30,0,30,339.6,1.1,138,99818
20181122:1000,14.04,83.65,165,6.76,162,345,0.76,147,99828
20181122:1100,14.62,80.5,339,160.48,256,346,0.28,172,99798
20181122:1200,15.01,78.7,247,24,234,351.6,0.34,309,99739
20181122:1300,15.19,78.05,219,15.54,211,356.8,0.55,335,99680
20181122:1400,15.21,78,151,2.28,150,356.4,0.83,12,99661
20181122:1500,15.04,79.05,43,0,43,353.8,0.55,28,99641
20181122:1600,13.98,87.25,28,0,28,358,0.34,272,99641
20181122:1700,13.38,88.7,0,0,0,357.6,0.62,271,99631
20181122:1800,12.9,93,0,0,0,355,0.76,296,99631
20181122:1900,12.9,95.1,0,0,0,360,1.03,28,99641
20181122:2000,12.9,95.25,0,0,0,363.6,1.03,31,99631
20181122:2100,12.82,95.45,0,0,0,364.4,0.97,17,99621
20181122:2200,12.76,95.95,0,0,0,366.2,0.76,352,99621
20181122:2300,12.71,95.9,0,0,0,366.2,0.83,331,99612
20181123:0000,12.62,95.8,0,0,0,366.4,0.9,313,99621
20181123:0100,12.45,96.65,0,0,0,367.05,0.97,307,99612
20181123:0200,12.17,96.85,0,0,0,365.8,1.31,292,99592
20181123:0300,12,96.5,0,0,0,366.4,1.66,287,99602
20181123:0400,11.87,94.4,0,0,0,364.4,1.59,286,99651
20181123:0500,11.75,96.15,0,0,0,361.2,0.97,285,99671
20181123:0600,11.63,96.4,0,0,0,355.8,0.62,278,99739
20181123:0700,11.46,96,0,0,0,347.6,0.97,307,99798
20181123:0800,11.14,97.2,66,23.87,62,331.4,0.55,292,99887
20181123:0900,12.19,89.75,204,164.64,151,326,0.48,329,99946
20181123:1000,13.12,82.25,320,252.26,209,311.6,1.03,359,99975
20181123:1100,14.05,74.9,278,62.27,246,308,1.17,2,99975
20181123:1200,14.85,68.35,563,878.46,90,307.4,1.1,335,99906
20181123:1300,15.48,62.5,522,816.35,104,308.2,1.24,313,99828
20181123:1400,15.77,59.4,420,698.79,115,312,1.45,302,99798
20181123:1500,15.63,57.9,269,495.46,112,299.8,1.59,295,99788
20181123:1600,15.24,58.4,128,495.59,48,299.8,1.79,288,99818
20181123:1700,14.41,62.8,0,0,0,306,1.66,285,99857
20181123:1800,13.1,69.3,0,0,0,291.2,1.59,280,99916
20181123:1900,12.18,78,0,0,0,296.4,1.17,263,99965
20181123:2000,12.32,73.55,0,0,0,285,0.97,233,99985
20181123:2100,12.06,74.5,0,0,0,279.6,0.9,218,100005
20181123:2200,11.57,76.9,0,0,0,276.4,0.9,212,100044
20181123:2300,11.09,79.35,0,0,0,278.6,1.03,203,100064
20181124:0000,9.67,84.7,0,0,0,276.4,1.31,185,100073
20181124:0100,8.29,89.25,0,0,0,274.8,1.59,168,100044
20181124:0200,7.68,91.3,0,0,0,276.4,1.66,159,99995
20181124:0300,7.07,92.95,0,0,0,272.6,1.72,152,99985
20181124:0400,6.6,93.75,0,0,0,270.2,1.79,145,99965
20181124:0500,6.4,93.5,0,0,0,268.2,1.72,146,99936
20181124:0600,6.36,92.55,0,0,0,266.4,1.66,150,99985
20181124:0700,6.06,94.05,0,0,0,274,1.79,132,100024
20181124:0800,7.22,92.45,117,347.14,60,286,1.38,135,100083
20181124:0900,10.65,87,266,474.14,115,282.6,0.69,149,100142
20181124:1000,13.54,67.5,429,753.5,100,280.8,0.9,193,100162
20181124:1100,14.88,59.65,533,891.07,78,290.6,1.45,216,100152
20181124:1200,15.67,55.1,567,922.67,73,293.2,2.07,226,100064
20181124:1300,15.99,53.9,520,826.65,99,322.8,2.55,230,99995
20181124:1400,16.05,53.8,349,373.23,187,317.8,3.1,232,99946
20181124:1500,15.81,55.45,278,574.93,97,326.2,3.38,232,99936
20181124:1600,15.37,59.05,124,469.54,49,353.8,2.83,225,99926
20181124:1700,14.38,64,0,0,0,330.6,2.48,209,99936
20181124:1800,13.3,69.3,0,0,0,313.2,2.55,189,99946
20181124:1900,12.57,81.3,0,0,0,321,2.76,178,99965
20181124:2000,12.43,82.45,0,0,0,322.4,3.24,175,99926
20181124:2100,12.54,83.05,0,0,0,326.2,3.52,180,99926
20181124:2200,12.57,85.35,0,0,0,320.6,3.79,184,99926
20181124:2300,12.96,86.2,0,0,0,338,4.28,188,99877
20181125:0000,13.42,85.2,0,0,0,350.4,4.55,193,99818
20181125:0100,13.65,84.8,0,0,0,343.85,4.69,195,99769
20181125:0200,13.91,84.35,0,0,0,356.6,5.03,197,99720
20181125:0300,13.89,86.35,0,0,0,359.2,5.24,198,99700
20181125:0400,13.81,88.7,0,0,0,369.4,5.38,201,99680
20181125:0500,13.59,91.1,0,0,0,371.6,4.97,203,99680
20181125:0600,13.57,93.6,0,0,0,369.8,4.48,208,99720
20181125:0700,13.69,93.55,0,0,0,372.8,4.21,209,99730
20181125:0800,13.88,94.75,87,124.33,67,374.6,3.86,209,99788
20181125:0900,14.31,94,270,542.7,99,377.6,4.07,209,99818
20181125:1000,14.98,92.4,274,150.01,209,381.4,4,206,99838
20181125:1100,15.77,90.25,153,0,153,376.6,4.07,211,99828
20181125:1200,16.52,85.25,128,0,128,381.8,4.69,221,99739
20181125:1300,17.09,78.35,320,138.17,250,358.6,6.14,235,99710
20181125:1400,17.21,75.95,231,69.49,201,350.6,6.28,240,99671
20181125:1500,17.13,75.4,132,25.57,124,347.2,6.07,242,99631
20181125:1600,16.53,79.05,103,259.26,62,346.2,5.45,241,99631
20181125:1700,15.69,83.8,0,0,0,355.4,4.97,238,99671
20181125:1800,15.06,87.9,0,0,0,352.2,4.55,231,99710
20181125:1900,15.01,93.7,0,0,0,374.8,4.41,224,99651
20181125:2000,15.08,93.35,0,0,0,375.2,4.9,213,99631
20181125:2100,15.3,93.05,0,0,0,380,5.79,216,99572
20181125:2200,15.75,94.95,0,0,0,385.4,6.14,232,99602
20181125:2300,16,94.4,0,0,0,391.25,5.72,257,99641
20181126:0000,15.32,92,0,0,0,383,4.69,267,99710
20181126:0100,14.32,90.1,0,0,0,367.25,4.48,279,99818
20181126:0200,12.93,84.85,0,0,0,330,4,290,99906
20181126:0300,11.38,80.5,0,0,0,290.2,3.24,290,99985
20181126:0400,10.16,81.05,0,0,0,273,2.62,277,100014
20181126:0500,9.25,83.4,0,0,0,263.6,2.28,260,100073
20181126:0600,8.63,85.35,0,0,0,263,2.21,246,100123
20181126:0700,8.27,86.5,0,0,0,263,1.93,236,100191
20181126:0800,8.17,88.2,99,215.77,65,266.8,1.86,234,100260
20181126:0900,10.77,80.1,289,654.32,85,270.8,1.93,246,100349
20181126:1000,12.42,71.9,434,799.91,90,271.4,2.69,262,100407
20181126:1100,13.58,64.05,521,830.78,102,278.2,3.38,290,100407
20181126:1200,14.32,58.4,510,642.01,170,294,3.59,309,100358
20181126:1300,15.15,53.9,515,799.5,112,301,3.45,314,100319
20181126:1400,15.37,53.65,414,684.49,120,304.8,2.83,307,100270
20181126:1500,15.46,53.15,286,639.82,87,287.4,2.69,299,100270
20181126:1600,15.1,55,83,108.52,66,291.2,2.21,284,100299
20181126:1700,13.89,60.7,0,0,0,285,2.07,253,100368
20181126:1800,12.53,66.5,0,0,0,280.2,2,238,100427
20181126:1900,11.61,71.3,0,0,0,278.8,2.14,249,100466
20181126:2000,10.38,78.85,0,0,0,278.6,1.86,254,100506
20181126:2100,9.94,79.75,0,0,0,276.4,1.45,277,100584
20181126:2200,10.36,75.25,0,0,0,272.4,1.17,314,100594
20181126:2300,10.7,72.45,0,0,0,270.6,1.1,8,100614
20181127:0000,8.48,80.65,0,0,0,268.2,1.52,45,100624
20181127:0100,7.4,84.3,0,0,0,266,1.79,48,100624
20181127:0200,6.63,86.55,0,0,0,264.4,2,64,100604
20181127:0300,6.05,88.25,0,0,0,262.8,2.14,74,100604
20181127:0400,5.67,89.15,0,0,0,260.6,2.14,77,100624
20181127:0500,5.52,89.5,0,0,0,266,2.07,87,100614
20181127:0600,5.59,89.6,0,0,0,276,1.86,81,100574
20181127:0700,5.96,89.45,0,0,0,273,2.34,80,100574
20181127:0800,6.55,88.65,71,58.31,62,272.8,2.14,80,100574
20181127:0900,9.9,81.05,292,690.4,79,273.2,1.72,72,100614
20181127:1000,13.27,65.5,446,887.87,67,280.2,1.79,58,100604
20181127:1100,14.98,58.1,528,871.69,91,282.2,1.86,46,100633
20181127:1200,16.27,52.95,551,839.01,109,280.4,1.86,35,100555
20181127:1300,17.05,50.5,526,855.26,97,280.2,2,27,100496
20181127:1400,17.37,49.5,431,779.12,98,284,2.14,21,100486
20181127:1500,17.21,50.15,281,601.4,95,285.8,2.14,22,100437
20181127:1600,16.44,56.1,121,450.81,51,286,1.79,12,100447
20181127:1700,14.71,62.3,0,0,0,282.8,2.07,10,100506
20181127:1800,12.98,68.65,0,0,0,279,2,28,100525
20181127:1900,11.38,74.8,0,0,0,275,2.28,63,100535
20181127:2000,10.21,79.25,0,0,0,271.6,2.34,74,100545
20181127:2100,9.36,82.3,0,0,0,269.6,2.34,79,100545
20181127:2200,8.53,84.9,0,0,0,268.2,2.21,75,100525
20181127:2300,7.59,87,0,0,0,264.6,2.07,76,100545
20181128:0000,6.72,88.75,0,0,0,263.4,1.93,87,100516
20181128:0100,5.97,90.1,0,0,0,262.6,1.79,94,100506
20181128:0200,5.46,90.3,0,0,0,261,1.72,93,100496
20181128:0300,5.01,90.45,0,0,0,260,1.72,95,100496
20181128:0400,4.61,90.9,0,0,0,259.8,1.72,99,100545
20181128:0500,4.13,92.95,0,0,0,265.2,1.66,99,100574
20181128:0600,3.82,92.35,0,0,0,257.8,1.72,96,100594
20181128:0700,3.24,96.5,0,0,0,270,1.52,96,100624
